url,status,reason
https://thepaymentsassociation.org/directory_cat/exhibitor,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/fc360-exhibitor,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/fc360-gold-sponsor,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/fc360-headline-sponsor,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/fc360-host-bank-partner,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/fc360-lead-stream-sponsor,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/fc360-platinum-sponsor,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/fc360-silver-sponsor,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/fc360-strategic-partner,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/fraud-and-risk,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/leader,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/members,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/merchant,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/next-generation-payment-technology,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/observer,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/payment-networks-associations,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/payment-services,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/product-service-distributors,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/professional-services,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/project-knowledge-partner,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/regulatory-body,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/scaleup,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/security,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/directory_cat/working-group-members,REVIEW,Auto-generated category page — check if needed
https://thepaymentsassociation.org/event/ai-in-payments-tackling-fraud-strengthening-compliance-driving-efficiency,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/beyond-compliance-equipping-mlros-and-compliance-leaders-for-tomorrows-financial-crime-challenges,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/breakfast-in-the-boardroom-marketing-edition,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/delivering-the-uk-financial-inclusion-strategy,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/fcas-cp26-4-application-of-fca-handbook-for-regulated-cryptoasset-activities-part-2-consultation-evidence-session,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/financial-crime-360-3-november-2025,REVIEW,Past or upcoming event — check if still relevant
https://thepaymentsassociation.org/event/future-proofing-uk-payments-messaging-connectivity-orchestration-strategies-for-banks-and-nbfis,REVIEW,Past or upcoming event — check if still relevant
